AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PP,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS,AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PP1,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE1,EMPLOYMENT1,SALARY,LOS,Salary_hike
HU08,8,I,17,13,D,1171,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,114498,6.8,HU08,8,I,17,13,D,1171,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,114498,7.1,0
HU08,8,I,17,14,F,110,1,99,GS-14,M,110,2,10,F,1,202106,1,135301,15.5,HU08,8,I,17,14,F,110,1,99,GS-14,M,110,2,10,F,1,202109,1,139280,15.8,1
HU08,8,H,13,14,G,1101,2,99,GS-14,N,XXXX,2,10,F,1,202106,1,143259,20.4,HU08,8,H,13,14,G,1101,2,99,GS-14,N,XXXX,2,10,F,1,202109,1,143259,20.7,0
HU08,8,H,4,13,G,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,114498,21,HU08,8,H,4,13,G,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,114498,21.3,0
HU08,8,J,13,13,J,1101,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,131337,38.2,HU08,8,J,13,13,J,1101,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,131337,38.5,0
HU08,8,H,7,14,I,1101,2,99,GS-14,M,XXXX,8,10,F,1,202106,1,139280,30.8,HU08,8,H,7,14,I,1101,2,99,GS-14,M,XXXX,8,10,F,1,202109,1,139280,31.1,0
HU08,8,H,4,14,F,301,2,99,GS-14,L,XXXX,2,10,F,1,202106,1,127342,18.7,HU08,8,H,4,14,F,1101,2,99,GS-14,N,XXXX,2,10,F,1,202109,1,143259,19,1
HU08,8,J,6,12,I,1101,2,99,GS-12,H,XXXX,8,10,F,1,202106,1,84960,31.7,HU08,8,J,6,12,I,1101,2,99,GS-12,H,XXXX,8,10,F,1,202109,1,87792,32,1
HU08,8,G,17,14,F,343,2,99,GS-14,M,XXXX,2,10,F,1,202106,1,139280,15.8,HU08,8,G,17,14,F,343,2,99,GS-14,M,XXXX,2,10,F,1,202109,1,139280,16.1,0
HU08,4,H,10,12,G,1101,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,96333,20.3,HU08,4,H,10,12,G,1101,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,96333,20.6,0
HU08,8,F,21,15,F,905,1,99,GS-15,P,XXXX,2,30,F,1,202106,1,168513,16.8,HU08,8,F,21,15,F,905,1,99,GS-15,P,XXXX,2,30,F,1,202109,1,168513,17.1,0
HU08,22,J,13,14,J,1101,2,99,GS-14,N,XXXX,8,10,F,1,202106,1,141548,42,HU08,22,J,13,14,J,1101,2,99,GS-14,N,XXXX,8,10,F,1,202109,1,141548,42.3,0
HU08,8,K,10,7,F,318,4,99,GS-07,F,XXXX,8,10,F,1,202106,1,60669,18.3,HU08,8,K,10,7,F,318,4,99,GS-07,F,XXXX,8,10,F,1,202109,1,60669,18.6,0
HU08,8,K,15,15,I,905,1,99,GS-15,Q,XXXX,2,38,F,1,202106,1,172500,33.2,HU08,8,K,15,15,I,905,1,99,GS-15,Q,XXXX,2,38,F,1,202109,1,172500,33.5,0
HU08,8,H,13,13,I,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,117866,30.3,HU08,8,H,13,13,I,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,117866,30.6,0
HU08,49,K,4,13,G,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,119787,20.9,HU08,49,K,4,13,G,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,119787,21.2,0
HU08,8,J,4,13,I,301,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,117866,31.2,HU08,8,J,4,13,I,301,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,117866,31.5,0
HU08,8,J,17,15,G,1101,2,99,GS-15,Q,XXXX,8,10,F,1,202106,1,172500,22.3,HU08,8,J,17,15,G,1101,2,99,GS-15,Q,XXXX,8,10,F,1,202109,1,172500,22.6,0
HU08,8,I,4,12,H,360,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,101954,29.3,HU08,8,I,4,12,H,360,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,101954,29.6,0
HU08,4,H,17,12,F,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,104361,16.8,HU08,4,H,17,12,F,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,104361,17.1,0
HU08,8,G,17,14,F,1101,2,99,GS-14,M,XXXX,8,10,F,1,202106,1,135301,17.4,HU08,8,G,17,14,F,1101,2,99,GS-14,M,XXXX,8,10,F,1,202109,1,135301,17.7,0
HU08,38,I,13,15,G,301,2,99,GS-15,P,XXXX,2,10,F,1,202106,1,166502,21.5,HU08,38,I,13,15,G,301,2,99,GS-15,P,XXXX,2,10,F,1,202109,1,166502,21.8,0
HU08,49,I,13,15,I,301,2,99,GS-15,O,XXXX,2,10,F,1,202106,1,157963,30.9,HU08,49,I,13,15,I,301,2,99,GS-15,O,XXXX,2,10,F,1,202109,1,157963,31.2,0
HU08,46,H,13,9,I,343,2,99,GS-09,F,XXXX,8,10,F,1,202106,1,60557,30.4,HU08,46,H,13,9,I,343,2,99,GS-09,F,XXXX,8,10,F,1,202109,1,62338,30.7,1
HU08,49,J,17,13,G,360,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,119787,20.9,HU08,49,J,17,13,G,360,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,119787,21.2,0
HU08,8,J,5,13,F,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,117866,17.4,HU08,8,J,5,13,F,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,117866,17.7,0
HU08,38,I,13,13,I,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,119787,33.7,HU08,38,I,13,13,I,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,119787,34,0
HU08,12,H,4,7,F,303,3,99,GS-07,E,XXXX,8,10,F,1,202106,1,53877,15,HU08,12,H,4,7,F,303,3,99,GS-07,E,XXXX,8,10,F,1,202109,1,53877,15.3,0
HU08,8,H,7,13,I,343,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,131337,32,HU08,8,H,7,13,I,343,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,131337,32.3,0
HU08,8,H,13,14,E,360,2,99,GS-14,L,XXXX,2,10,F,1,202106,1,123363,13,HU08,8,H,13,14,E,360,2,99,GS-14,L,XXXX,2,10,F,1,202109,1,123363,13.3,0
HU08,4,I,9,12,J,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,101685,37,HU08,4,I,9,12,J,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,101685,37.3,0
HU08,8,E,17,14,E,1101,2,99,GS-14,M,XXXX,8,10,F,1,202106,1,131321,13.5,HU08,8,E,17,14,E,1101,2,99,GS-14,M,XXXX,8,10,F,1,202109,1,131321,13.8,0
HU08,8,E,4,13,E,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,117866,12,HU08,8,E,4,13,E,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,117866,12.3,0
HU08,8,J,13,12,D,1109,2,99,GS-12,K,XXXX,8,10,F,1,202106,1,110452,7.8,HU08,8,J,13,12,D,1109,2,99,GS-12,K,XXXX,8,10,F,1,202109,1,110452,8.1,0
HU08,8,G,17,14,F,343,2,99,GS-14,M,XXXX,8,10,F,1,202106,1,131321,19.5,HU08,8,G,17,14,F,343,2,99,GS-14,M,XXXX,8,10,F,1,202109,1,131321,19.8,0
HU08,8,D,13,13,E,343,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,111131,10,HU08,8,D,13,13,E,343,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,111131,10.3,0
HU08,8,E,17,13,C,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,101028,4.3,HU08,8,E,17,13,C,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,104395,4.6,1
HU08,8,E,13,13,E,360,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,114498,11.5,HU08,8,E,13,13,E,360,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,114498,11.8,0
HU08,8,J,4,13,E,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,121234,13,HU08,8,J,4,13,E,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,121234,13.3,0
HU08,8,G,13,13,E,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,114498,11,HU08,8,G,13,13,E,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,114498,11.3,0
HU08,8,E,17,15,E,301,2,99,GS-15,N,XXXX,2,10,F,1,202106,1,149790,11,HU08,8,E,17,15,E,301,2,99,GS-15,O,XXXX,2,10,F,1,202109,1,154471,11.3,1
HU08,8,E,17,13,D,301,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,111131,9.2,HU08,8,E,17,13,D,301,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,111131,9.5,0
HU08,8,H,13,12,B,360,2,99,GS-12,I,XXXX,8,15,F,1,202106,1,99122,1.3,HU08,8,H,13,12,B,360,2,99,GS-12,I,XXXX,8,15,F,1,202109,1,99122,1.6,0
HU08,8,I,4,13,E,343,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,117866,12.7,HU08,8,I,4,13,E,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,121234,13,1
HU08,8,I,4,13,E,343,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,117866,12.7,HU08,8,I,4,13,E,1171,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,117866,13,0
HU08,8,F,17,13,D,110,1,99,GS-13,J,110,8,10,F,1,202106,1,107763,9.6,HU08,8,F,17,13,D,110,1,99,GS-13,J,110,8,10,F,1,202109,1,107763,9.9,0
HU08,8,K,4,13,D,1171,2,99,GS-13,K,XXXX,2,10,F,1,202106,1,111131,9.1,HU08,8,K,4,13,D,1171,2,99,GS-13,K,XXXX,2,10,F,1,202109,1,114498,9.4,1
HU08,8,F,13,13,D,343,2,99,GS-13,J,XXXX,8,38,F,1,202106,1,101028,8.5,HU08,8,F,13,13,D,343,2,99,GS-13,J,XXXX,8,38,F,1,202109,1,101028,8.8,0
HU08,8,E,13,13,E,343,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,101028,10.5,HU08,8,E,13,13,E,343,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,104395,10.8,1
HU08,8,G,4,11,D,1101,2,99,GS-11,H,XXXX,8,10,F,1,202106,1,80336,7.8,HU08,8,G,4,11,D,1101,2,99,GS-11,H,XXXX,8,10,F,1,202109,1,80336,8.1,0
HU08,8,D,16,13,D,360,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,101028,5.9,HU08,8,D,16,13,D,360,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,104395,6.2,1
HU08,8,D,13,12,D,360,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87792,9,HU08,8,D,13,12,D,360,2,99,GS-12,I,XXXX,8,15,F,1,202109,1,90625,9.3,1
HU08,48,J,4,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,112562,6.9,HU08,48,J,4,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,112562,7.2,0
HU08,8,G,4,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,117866,6.8,HU08,8,G,4,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,117866,7.1,0
HU08,8,I,4,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,107763,6.8,HU08,8,I,4,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,107763,7.1,0
HU08,8,I,13,13,D,1101,2,99,GS-13,K,XXXX,2,10,F,1,202106,1,117866,6.8,HU08,8,I,13,13,D,1101,2,99,GS-13,K,XXXX,2,10,F,1,202109,1,117866,7.1,0
HU08,8,H,13,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,111131,6.8,HU08,8,H,13,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,114498,7.1,1
HU08,8,K,11,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,104395,6.7,HU08,8,K,11,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,104395,7,0
HU08,30,E,17,13,D,360,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,101358,6.7,HU08,30,E,17,13,D,360,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,101358,7,0
HU08,8,I,10,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,104395,5.9,HU08,8,I,10,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,104395,6.2,0
HU08,8,G,4,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,104395,5.9,HU08,8,G,4,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,104395,6.2,0
HU08,8,H,4,13,D,1101,2,99,GS-13,K,XXXX,2,10,F,1,202106,1,114498,5.9,HU08,8,H,4,13,D,1101,2,99,GS-13,K,XXXX,2,10,F,1,202109,1,114498,6.2,0
HU08,8,H,4,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,104395,5.9,HU08,8,H,4,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,107763,6.2,1
HU08,8,F,17,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,104395,7.4,HU08,8,F,17,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,104395,7.7,0
HU08,8,D,17,12,D,1101,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,90625,8.5,HU08,8,D,17,12,D,1101,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,90625,8.8,0
HU08,8,H,17,13,C,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,107763,4.4,HU08,8,H,17,13,C,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,111131,4.7,1
HU08,8,J,13,12,C,1101,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,93457,4.4,HU08,8,J,13,12,C,1101,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,93457,4.7,0
HU08,8,G,17,11,C,343,2,99,GS-11,G,XXXX,8,10,F,1,202106,1,70883,4.4,HU08,8,G,17,12,C,343,2,99,GS-12,H,XXXX,8,10,F,1,202109,1,84960,4.7,1
HU08,8,J,4,13,C,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,107763,4.4,HU08,8,J,4,13,C,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,111131,4.7,1
HU08,8,I,7,12,B,1171,2,99,GS-12,I,XXXX,8,15,F,1,202106,1,90625,2.5,HU08,8,I,7,12,B,1171,2,99,GS-12,I,XXXX,8,15,F,1,202109,1,90625,2.8,0
HU08,8,C,17,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,84960,1.5,HU08,8,C,17,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,84960,1.8,0
HU08,8,I,13,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87792,1.5,HU08,8,I,13,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87792,1.8,0
HU08,8,D,17,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87792,1.4,HU08,8,D,17,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87792,1.7,0
HU08,8,J,10,12,B,1171,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,84960,1.3,HU08,8,J,10,12,B,1171,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87792,1.6,1
HU08,8,G,13,13,B,301,2,99,GS-13,J,XXXX,8,15,F,1,202106,1,101028,1.4,HU08,8,G,13,13,B,301,2,99,GS-13,J,XXXX,8,15,F,1,202109,1,101028,1.7,0
HU08,8,J,4,12,B,1171,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87792,1.4,HU08,8,J,4,12,B,1171,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87792,1.7,0
HU08,8,F,13,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87792,1.4,HU08,8,F,13,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87792,1.7,0
HU08,8,G,13,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87792,1.3,HU08,8,G,13,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87792,1.6,0
HU08,8,H,10,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87792,1.3,HU08,8,H,10,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87792,1.6,0
HU08,8,J,13,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87792,1.3,HU08,8,J,13,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87792,1.6,0
HU08,8,H,13,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87792,1.3,HU08,8,H,13,12,B,360,2,99,GS-12,I,XXXX,8,15,F,1,202109,1,99122,1.6,1
HU08,8,I,6,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87792,1.3,HU08,8,I,6,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87792,1.6,0
HU08,8,J,4,13,B,1101,2,99,GS-13,J,XXXX,8,15,F,1,202106,1,104395,1,HU08,8,J,4,13,B,1101,2,99,GS-13,J,XXXX,8,15,F,1,202109,1,104395,1.3,0
HU08,8,E,17,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,84960,1,HU08,8,E,17,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87792,1.3,1
HU08,8,C,17,9,B,360,2,99,GS-09,E,XXXX,8,40,F,2,202106,1,58585,1,HU08,8,C,17,11,B,360,2,99,GS-11,G,XXXX,8,40,F,2,202109,1,70883,1.3,1
HU08,8,C,13,7,B,360,2,99,GS-07,D,XXXX,8,40,F,2,202106,1,49492,1,HU08,8,C,13,9,B,360,2,99,GS-09,E,XXXX,8,40,F,2,202109,1,58585,1.3,1
HU08,30,G,13,11,A,343,2,99,GS-11,H,XXXX,8,15,F,1,202106,1,84049,0.4,HU08,30,G,13,11,A,343,2,99,GS-11,H,XXXX,8,15,F,1,202109,1,84049,0.7,0
HU08,8,G,4,7,D,303,3,99,GS-07,E,XXXX,8,10,F,1,202106,1,54282,8.5,HU08,8,G,4,9,D,1101,3,99,GS-09,E,XXXX,8,10,F,1,202109,1,58585,8.8,1
HU08,8,D,13,12,A,1109,2,99,GS-12,H,XXXX,8,20,F,2,202106,1,84960,0.4,HU08,8,D,13,12,A,1109,2,99,GS-12,H,XXXX,8,20,F,2,202109,1,84960,0.7,0
HU09,6,G,7,12,G,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,109139,23.4,HU09,6,G,7,12,G,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,109139,23.7,0
HU09,6,F,12,12,F,1101,2,99,GS-12,H,XXXX,8,10,F,1,202106,1,88488,18.9,HU09,6,F,12,12,F,1101,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,91438,19.2,1
HU09,8,J,4,13,E,828,2,99,GS-13,K,828,8,10,F,1,202106,1,117866,11.5,HU09,8,J,4,13,E,828,2,99,GS-13,K,828,8,10,F,1,202109,1,117866,11.8,0
HU09,6,G,17,13,E,360,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,115746,14,HU09,6,G,17,12,E,301,2,99,GS-12,K,XXXX,8,10,F,1,202109,1,116582,14.3,1
HU09,6,G,17,13,E,360,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,115746,14,HU09,6,G,17,13,E,360,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,115746,14.3,0
HU09,6,F,17,11,C,360,2,99,GS-11,G,XXXX,8,10,F,1,202106,1,78861,4.5,HU09,6,F,17,11,C,360,2,99,GS-11,G,XXXX,8,10,F,1,202109,1,78861,4.8,0
HU09,35,F,4,11,F,1109,2,99,GS-11,F,XXXX,8,10,F,1,202106,1,65056,18.3,HU09,35,F,4,11,F,1109,2,99,GS-11,F,XXXX,8,10,F,1,202109,1,65056,18.6,0
HU09,6,F,7,12,F,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,103239,16.3,HU09,6,F,7,12,F,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,103239,16.6,0
HU09,6,K,14,13,I,1101,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,136791,30.4,HU09,6,K,14,13,I,1101,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,136791,30.7,0
HU09,6,G,4,13,G,1160,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,126269,20.4,HU09,6,G,4,13,G,1160,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,126269,20.7,0
HU09,6,I,13,14,I,301,2,99,GS-14,O,XXXX,2,10,F,1,202106,1,150530,31.4,HU09,6,I,13,14,I,301,2,99,GS-14,O,XXXX,2,10,F,1,202109,1,150530,31.7,0
HU09,6,F,4,12,F,1101,2,99,GS-12,K,XXXX,8,10,F,1,202106,1,112089,18.7,HU09,6,F,4,12,F,1101,2,99,GS-12,K,XXXX,8,10,F,1,202109,1,112089,19,0
HU09,6,F,4,13,E,1101,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,134880,13,HU09,6,F,4,13,E,1101,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,134880,13.3,0
HU09,6,K,5,12,F,1101,2,99,GS-12,K,XXXX,8,10,F,1,202106,1,112089,17.4,HU09,6,K,5,12,F,1101,2,99,GS-12,K,XXXX,8,10,F,1,202109,1,112089,17.7,0
HU09,6,K,14,13,F,828,2,99,GS-13,M,828,8,10,F,1,202106,1,131133,17,HU09,6,K,14,13,F,828,2,99,GS-13,M,828,8,10,F,1,202109,1,131133,17.3,0
HU09,6,K,13,15,I,301,2,99,GS-15,Q,XXXX,2,10,F,1,202106,1,172500,30.3,HU09,6,K,13,15,I,301,2,99,GS-15,Q,XXXX,2,10,F,1,202109,1,172500,30.6,0
HU09,15,H,13,13,F,301,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,107681,19.3,HU09,15,H,13,13,F,301,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,107681,19.6,0
HU09,6,H,3,7,G,303,3,99,GS-07,F,XXXX,8,10,F,1,202106,1,69274,23,HU09,6,H,3,7,G,303,3,99,GS-07,F,XXXX,8,10,F,1,202109,1,69274,23.3,0
HU09,6,I,4,12,I,360,2,99,GS-12,K,XXXX,8,10,F,1,202106,1,119733,30,HU09,6,I,4,12,I,360,2,99,GS-12,K,XXXX,8,10,F,1,202109,1,119733,30.3,0
HU09,6,I,18,14,I,301,2,99,GS-14,P,XXXX,2,10,F,1,202106,1,161642,30.3,HU09,6,I,18,14,I,301,2,99,GS-14,P,XXXX,2,10,F,1,202109,1,161642,30.6,0
HU09,6,K,4,13,H,1101,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,136791,25.5,HU09,6,K,4,13,H,1101,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,136791,25.8,0
HU09,6,J,9,12,J,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,109139,39,HU09,6,J,9,12,J,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,109139,39.3,0
HU09,6,K,10,12,I,1101,2,99,GS-12,K,XXXX,8,10,F,1,202106,1,110279,30,HU09,6,K,10,12,I,1101,2,99,GS-12,K,XXXX,8,10,F,1,202109,1,110279,30.3,0
HU09,6,J,17,13,H,301,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,123640,29,HU09,6,J,17,13,H,301,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,123640,29.3,0
HU09,6,H,13,12,H,343,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,91438,26.8,HU09,6,H,13,12,H,343,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,91438,27.1,0
HU09,6,G,17,14,G,905,1,99,GS-14,P,XXXX,8,38,F,1,202106,1,161642,22,HU09,6,G,17,14,G,905,1,99,GS-14,P,XXXX,8,38,F,1,202109,1,161642,22.3,0
HU09,6,K,13,13,H,1101,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,136791,25,HU09,6,K,13,13,H,1101,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,136791,25.3,0
HU09,6,J,13,13,G,343,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,126269,22.3,HU09,6,J,13,13,G,343,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,126269,22.6,0
HU09,6,J,13,13,J,360,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,136791,38.1,HU09,6,J,13,13,J,360,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,136791,38.4,0
HU09,6,I,10,13,J,343,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,136791,38.5,HU09,6,I,10,13,J,343,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,136791,38.8,0
HU09,8,J,13,13,G,1171,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,131337,22.9,HU09,8,J,13,13,G,1171,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,131337,23.2,0
HU09,6,I,17,14,G,1101,2,99,GS-14,P,XXXX,2,10,F,1,202106,1,168239,21.5,HU09,6,I,17,14,G,1101,2,99,GS-14,P,XXXX,2,10,F,1,202109,1,168239,21.8,0
HU09,6,I,4,13,I,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,127387,31.4,HU09,6,I,4,13,I,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,127387,31.7,0
HU09,6,I,13,14,F,301,2,99,GS-14,P,XXXX,2,10,F,1,202106,1,163812,15.9,HU09,6,I,13,14,F,301,2,99,GS-14,P,XXXX,2,10,F,1,202109,1,163812,16.2,0
HU09,6,J,13,14,I,1101,2,99,GS-14,O,XXXX,8,10,F,1,202106,1,153353,32,HU09,6,J,13,14,I,1101,2,99,GS-14,O,XXXX,8,10,F,1,202109,1,153353,32.3,0
HU09,6,J,13,14,G,1101,2,99,GS-14,O,XXXX,2,10,F,1,202106,1,153353,22.3,HU09,6,J,13,14,G,1101,2,99,GS-14,O,XXXX,2,10,F,1,202109,1,153353,22.6,0
HU09,6,K,4,15,G,301,2,99,GS-15,Q,XXXX,2,10,F,1,202106,1,172500,21,HU09,6,K,4,15,G,301,2,99,GS-15,Q,XXXX,2,10,F,1,202109,1,172500,21.3,0
HU09,6,J,13,12,H,1101,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,97339,27.2,HU09,6,J,13,13,H,360,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,126269,27.5,1
HU09,6,I,13,14,G,1101,2,99,GS-14,N,XXXX,2,10,F,1,202106,1,145064,22,HU09,6,I,13,14,G,1101,2,99,GS-14,N,XXXX,2,10,F,1,202109,1,145064,22.3,0
HU09,6,I,4,13,F,1101,2,99,GS-13,L,XXXX,2,10,F,1,202106,1,122761,16.5,HU09,6,I,4,13,F,1101,2,99,GS-13,L,XXXX,2,10,F,1,202109,1,126269,16.8,1
